time,ticker,side,entry_price,exit_price,commission_rub,gross_pnl_bp,net_pnl_bp,net_pnl_rub,arm
2026-09-10T12:32:00.915857+00:00,NVTK,1,980.8,996.5,0.98865,160.07340946166516,149.99337275693358,14.711350000000046,NO_BROAD_TREND
2026-09-11T12:57:03.715391+00:00,GMKN,1,128.0,129.36,1.2868,106.25000000000108,96.19687499999928,12.31319999999991,NO_BROAD_TREND
2026-09-10T15:16:07.553352+00:00,GMKN,-1,133.14,132.12,1.3262999999999998,76.61108607480705,66.6493916178462,8.873700000000046,NO_BROAD_TREND
2026-09-10T13:39:02.927276+00:00,NVTK,1,1022.5,1029.2,1.02585,65.52567237163798,55.49290953545277,5.674150000000045,NO_BROAD_TREND
2026-09-11T11:30:05.850399+00:00,TATN,1,621.4,625.3,0.62335,62.76150627614996,52.73012552301219,3.2766499999999774,NO_BROAD_TREND
