score_cut,breadth_cut,spread_cut,hold_min,tp_bp,sl_bp,pre_trades,commission_bp,W0_net,W1_net,W2_net,W3_net,W4_net,positive_windows,usable_windows,pre_net,pre_mean,robust_day_10bp,robust_ticker_10bp
1.5,0.65,1.5,120.0,60.0,35.0,101,6,-258.33036596378605,-288.00067898592266,-761.1287846669902,74.52824799096061,121.42605219096282,2,5,-1111.5055294347758,-11.005005241928473,-1772.8791683899126,-1647.17771885207
1.5,0.65,1.5,120.0,60.0,35.0,101,8,-290.33036596378605,-322.00067898592266,-831.1287846669902,54.528247990960615,75.42605219096282,2,5,-1313.5055294347758,-13.005005241928473,-1772.8791683899126,-1647.17771885207
1.5,0.65,1.5,120.0,60.0,35.0,101,10,-322.33036596378605,-356.00067898592266,-901.1287846669902,34.528247990960615,29.42605219096282,2,5,-1515.5055294347758,-15.005005241928473,-1772.8791683899126,-1647.17771885207
1.5,0.65,1.5,120.0,60.0,35.0,101,12,-354.33036596378605,-390.00067898592266,-971.1287846669902,14.528247990960615,-16.57394780903718,1,5,-1717.5055294347758,-17.005005241928473,-1772.8791683899126,-1647.17771885207
1.5,0.65,1.5,120.0,60.0,50.0,99,0,-234.39976614199998,-78.8072175642703,-352.92485010284554,84.33524014494816,380.7531035775704,2,5,-201.0434900865971,-2.0307423241070413,-1448.417129041734,-1376.9257879672289
1.5,0.65,1.5,120.0,60.0,50.0,99,2,-266.399766142,-112.8072175642703,-418.92485010284554,64.33524014494816,334.7531035775704,2,5,-399.0434900865971,-4.030742324107042,-1448.417129041734,-1376.9257879672289
1.5,0.65,1.5,120.0,60.0,50.0,99,4,-298.399766142,-146.8072175642703,-484.92485010284554,44.33524014494815,288.7531035775704,2,5,-597.0434900865971,-6.030742324107042,-1448.417129041734,-1376.9257879672289
1.5,0.65,1.5,120.0,60.0,50.0,99,6,-330.399766142,-180.8072175642703,-550.9248501028455,24.335240144948152,242.75310357757044,2,5,-795.0434900865971,-8.030742324107042,-1448.417129041734,-1376.9257879672289
1.5,0.65,1.5,120.0,60.0,50.0,99,8,-362.399766142,-214.8072175642703,-616.9248501028455,4.335240144948152,196.75310357757044,2,5,-993.0434900865971,-10.030742324107042,-1448.417129041734,-1376.9257879672289
1.5,0.65,1.5,120.0,60.0,50.0,99,10,-394.399766142,-248.8072175642703,-682.9248501028455,-15.664759855051848,150.75310357757044,1,5,-1191.043490086597,-12.030742324107042,-1448.417129041734,-1376.9257879672289
1.5,0.65,1.5,120.0,60.0,50.0,99,12,-426.399766142,-282.80721756427033,-748.9248501028455,-35.66475985505185,104.75310357757044,1,5,-1389.043490086597,-14.030742324107042,-1448.417129041734,-1376.9257879672289
1.5,0.65,2.0,60.0,20.0,15.0,229,0,-9.995729023884905,-212.71020900145697,16.382364393530338,-30.140434867828958,12.985666044020945,2,5,-223.47834245561944,-0.9758879583214822,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,15.0,229,2,-99.9957290238849,-296.710209001457,-115.61763560646966,-74.14043486782896,-95.01433395597905,0,5,-681.4783424556194,-2.9758879583214823,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,15.0,229,4,-189.9957290238849,-380.710209001457,-247.61763560646966,-118.14043486782896,-203.01433395597905,0,5,-1139.4783424556194,-4.975887958321482,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,15.0,229,6,-279.9957290238849,-464.710209001457,-379.61763560646966,-162.14043486782896,-311.01433395597905,0,5,-1597.4783424556194,-6.975887958321482,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,15.0,229,8,-369.9957290238849,-548.710209001457,-511.61763560646966,-206.14043486782896,-419.01433395597905,0,5,-2055.4783424556194,-8.975887958321483,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,15.0,229,10,-459.9957290238849,-632.710209001457,-643.6176356064697,-250.14043486782896,-527.014333955979,0,5,-2513.4783424556194,-10.975887958321483,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,15.0,229,12,-549.9957290238849,-716.710209001457,-775.6176356064697,-294.14043486782896,-635.014333955979,0,5,-2971.4783424556194,-12.975887958321483,-2554.074427615048,-2559.548428353153
1.5,0.65,2.0,60.0,20.0,25.0,223,0,40.750061744982474,-171.04026866806953,-381.98901999547957,9.708492113576312,-63.11415816960255,2,5,-565.6848929745929,-2.5367035559398787,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,25.0,223,2,-47.249938255017526,-255.04026866806953,-509.98901999547957,-34.29150788642369,-165.11415816960255,0,5,-1011.6848929745929,-4.536703555939878,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,25.0,223,4,-135.24993825501753,-339.04026866806953,-637.9890199954796,-78.29150788642369,-267.11415816960255,0,5,-1457.684892974593,-6.536703555939878,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,25.0,223,6,-223.24993825501753,-423.04026866806953,-765.9890199954796,-122.29150788642369,-369.11415816960255,0,5,-1903.684892974593,-8.536703555939878,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,25.0,223,8,-311.2499382550175,-507.04026866806953,-893.9890199954796,-166.2915078864237,-471.11415816960255,0,5,-2349.684892974593,-10.536703555939878,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,25.0,223,10,-399.2499382550175,-591.0402686680695,-1021.9890199954796,-210.2915078864237,-573.1141581696025,0,5,-2795.684892974593,-12.536703555939878,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,25.0,223,12,-487.2499382550175,-675.0402686680695,-1149.9890199954796,-254.2915078864237,-675.1141581696025,0,5,-3241.684892974593,-14.536703555939878,-2836.280978134021,-2810.950711065955
1.5,0.65,2.0,60.0,20.0,35.0,220,0,153.34450092716338,-93.01688657782756,-412.1875724302731,-20.532271402606398,-43.74012237693364,1,5,-416.1323518604768,-1.8915106902748944,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,35.0,220,2,65.34450092716338,-177.01688657782756,-540.1875724302731,-64.5322714026064,-139.74012237693364,1,5,-856.1323518604768,-3.8915106902748944,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,35.0,220,4,-22.65549907283662,-261.01688657782756,-668.1875724302731,-108.5322714026064,-235.74012237693364,0,5,-1296.1323518604768,-5.891510690274894,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,35.0,220,6,-110.65549907283662,-345.01688657782756,-796.1875724302731,-152.5322714026064,-331.74012237693364,0,5,-1736.1323518604768,-7.891510690274894,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,35.0,220,8,-198.65549907283662,-429.01688657782756,-924.1875724302731,-196.5322714026064,-427.74012237693364,0,5,-2176.132351860477,-9.891510690274895,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,35.0,220,10,-286.6554990728366,-513.0168865778276,-1052.1875724302731,-240.5322714026064,-523.7401223769336,0,5,-2616.132351860477,-11.891510690274895,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,35.0,220,12,-374.6554990728366,-597.0168865778276,-1180.1875724302731,-284.5322714026064,-619.7401223769336,0,5,-3056.132351860477,-13.891510690274895,-2656.7284370199054,-2662.98618598806
1.5,0.65,2.0,60.0,20.0,50.0,218,0,157.6839746376948,-178.17584538791698,-350.89058300211036,-123.63200339852438,24.859510761018726,2,5,-470.1549463898382,-2.1566740660084323,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,20.0,50.0,218,2,71.6839746376948,-262.175845387917,-476.89058300211036,-167.63200339852438,-71.14048923898127,1,5,-906.1549463898382,-4.156674066008432,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,20.0,50.0,218,4,-14.316025362305197,-346.175845387917,-602.8905830021104,-211.63200339852438,-167.14048923898127,0,5,-1342.1549463898382,-6.156674066008432,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,20.0,50.0,218,6,-100.3160253623052,-430.175845387917,-728.8905830021104,-255.63200339852438,-263.1404892389813,0,5,-1778.1549463898382,-8.156674066008431,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,20.0,50.0,218,8,-186.3160253623052,-514.175845387917,-854.8905830021104,-299.6320033985244,-359.1404892389813,0,5,-2214.154946389838,-10.156674066008431,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,20.0,50.0,218,10,-272.3160253623052,-598.175845387917,-980.8905830021104,-343.6320033985244,-455.1404892389813,0,5,-2650.154946389838,-12.156674066008431,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,20.0,50.0,218,12,-358.3160253623052,-682.175845387917,-1106.8905830021104,-387.6320033985244,-551.1404892389812,0,5,-3086.154946389838,-14.156674066008431,-2707.387590605409,-2734.113313207455
1.5,0.65,2.0,60.0,30.0,15.0,227,0,-168.18065499217892,-213.07055468160956,13.490101615283606,-99.17113419068136,49.607347687138486,2,5,-417.32489456204803,-1.8384356588636477,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,15.0,227,2,-256.1806549921789,-295.07055468160956,-118.5098983847164,-143.17113419068136,-58.392652312861514,0,5,-871.324894562048,-3.8384356588636477,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,15.0,227,4,-344.1806549921789,-377.07055468160956,-250.5098983847164,-187.17113419068136,-166.39265231286151,0,5,-1325.324894562048,-5.838435658863648,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,15.0,227,6,-432.1806549921789,-459.07055468160956,-382.5098983847164,-231.17113419068136,-274.3926523128615,0,5,-1779.324894562048,-7.838435658863648,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,15.0,227,8,-520.1806549921789,-541.0705546816096,-514.5098983847164,-275.17113419068136,-382.3926523128615,0,5,-2233.324894562048,-9.838435658863649,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,15.0,227,10,-608.1806549921789,-623.0705546816096,-646.5098983847164,-319.17113419068136,-490.3926523128615,0,5,-2687.324894562048,-11.838435658863649,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,15.0,227,12,-696.1806549921789,-705.0705546816096,-778.5098983847164,-363.17113419068136,-598.3926523128615,0,5,-3141.324894562048,-13.838435658863649,-2750.9356956051647,-2756.3579865164497
1.5,0.65,2.0,60.0,30.0,25.0,221,0,-144.39877133723235,-203.36624411042965,-575.4526513306851,3.1113426734931977,49.31668328124732,2,5,-870.7896408236061,-3.9402246191113397,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,25.0,221,2,-230.39877133723235,-285.36624411042965,-703.4526513306851,-40.8886573265068,-52.68331671875268,0,5,-1312.789640823606,-5.94022461911134,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,25.0,221,4,-316.39877133723235,-367.36624411042965,-831.4526513306851,-84.8886573265068,-154.68331671875268,0,5,-1754.789640823606,-7.94022461911134,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,25.0,221,6,-402.39877133723235,-449.36624411042965,-959.4526513306851,-128.8886573265068,-256.6833167187527,0,5,-2196.789640823606,-9.94022461911134,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,25.0,221,8,-488.39877133723235,-531.3662441104296,-1087.452651330685,-172.8886573265068,-358.6833167187527,0,5,-2638.789640823606,-11.94022461911134,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,25.0,221,10,-574.3987713372323,-613.3662441104296,-1215.452651330685,-216.8886573265068,-460.6833167187527,0,5,-3080.789640823606,-13.94022461911134,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,25.0,221,12,-660.3987713372323,-695.3662441104296,-1343.452651330685,-260.8886573265068,-562.6833167187526,0,5,-3522.789640823606,-15.94022461911134,-3103.845344194134,-3119.0184649718367
1.5,0.65,2.0,60.0,30.0,35.0,218,0,-112.02114156858761,-69.04029616920519,-521.8257063055939,-15.673264543560492,117.3711404010212,1,5,-601.1892681859258,-2.7577489366326873,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,35.0,218,2,-198.0211415685876,-151.0402961692052,-649.8257063055939,-59.67326454356049,21.371140401021194,1,5,-1037.1892681859258,-4.757748936632687,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,35.0,218,4,-284.0211415685876,-233.0402961692052,-777.8257063055939,-103.67326454356049,-74.6288595989788,0,5,-1473.1892681859258,-6.757748936632687,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,35.0,218,6,-370.0211415685876,-315.0402961692052,-905.8257063055939,-147.6732645435605,-170.6288595989788,0,5,-1909.1892681859258,-8.757748936632687,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,35.0,218,8,-456.0211415685876,-397.0402961692052,-1033.825706305594,-191.6732645435605,-266.6288595989788,0,5,-2345.189268185926,-10.757748936632687,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,35.0,218,10,-542.0211415685876,-479.0402961692052,-1161.825706305594,-235.6732645435605,-362.6288595989788,0,5,-2781.189268185926,-12.757748936632687,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,35.0,218,12,-628.0211415685876,-561.0402961692052,-1289.825706305594,-279.6732645435605,-458.6288595989788,0,5,-3217.189268185926,-14.757748936632687,-2873.5082882844927,-2853.948092336049
1.5,0.65,2.0,60.0,30.0,50.0,216,0,-162.24126036274447,-170.90187393557198,-479.59210348763236,-64.02802707515269,210.56397989395163,1,5,-666.1992849671497,-3.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,30.0,50.0,216,2,-246.24126036274447,-252.90187393557198,-605.5921034876324,-108.02802707515269,114.56397989395163,1,5,-1098.1992849671497,-5.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,30.0,50.0,216,4,-330.24126036274447,-334.901873935572,-731.5921034876324,-152.0280270751527,18.563979893951625,1,5,-1530.1992849671497,-7.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,30.0,50.0,216,6,-414.24126036274447,-416.901873935572,-857.5921034876324,-196.0280270751527,-77.43602010604837,0,5,-1962.1992849671497,-9.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,30.0,50.0,216,8,-498.24126036274447,-498.901873935572,-983.5921034876324,-240.0280270751527,-173.43602010604837,0,5,-2394.1992849671497,-11.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,30.0,50.0,216,10,-582.2412603627445,-580.901873935572,-1109.5921034876324,-284.0280270751527,-269.4360201060484,0,5,-2826.1992849671497,-13.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,30.0,50.0,216,12,-666.2412603627445,-662.901873935572,-1235.5921034876324,-328.0280270751527,-365.4360201060484,0,5,-3258.1992849671497,-15.084255948921989,-2965.367716148864,-2946.6463202249697
1.5,0.65,2.0,60.0,40.0,15.0,226,0,-241.45500903461436,-233.25859511380122,-119.05474418261213,-52.67075161258293,14.780082945743175,1,5,-631.6590169978672,-2.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,15.0,226,2,-327.45500903461436,-315.2585951138012,-251.05474418261213,-96.67075161258293,-93.21991705425683,0,5,-1083.6590169978672,-4.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,15.0,226,4,-413.45500903461436,-397.2585951138012,-383.0547441826121,-140.67075161258293,-201.21991705425683,0,5,-1535.6590169978672,-6.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,15.0,226,6,-499.45500903461436,-479.2585951138012,-515.0547441826121,-184.67075161258293,-309.2199170542568,0,5,-1987.6590169978672,-8.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,15.0,226,8,-585.4550090346144,-561.2585951138012,-647.0547441826121,-228.67075161258293,-417.2199170542568,0,5,-2439.659016997867,-10.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,15.0,226,10,-671.4550090346144,-643.2585951138012,-779.0547441826121,-272.67075161258293,-525.2199170542568,0,5,-2891.659016997867,-12.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,15.0,226,12,-757.4550090346144,-725.2585951138012,-911.0547441826121,-316.67075161258293,-633.2199170542568,0,5,-3343.659016997867,-14.79495140264543,-2990.2166642525767,-2985.4292864940903
1.5,0.65,2.0,60.0,40.0,25.0,220,0,-262.1476766499617,-219.34046461855405,-751.5786878589029,61.26565009062671,78.23202182312355,2,5,-1093.5691572136689,-4.970768896425768,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,25.0,220,2,-346.1476766499617,-301.34046461855405,-879.5786878589029,17.265650090626707,-23.767978176876454,1,5,-1533.5691572136689,-6.970768896425768,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,25.0,220,4,-430.1476766499617,-383.34046461855405,-1007.5786878589029,-26.734349909373293,-125.76797817687645,0,5,-1973.5691572136689,-8.970768896425767,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,25.0,220,6,-514.1476766499617,-465.34046461855405,-1135.5786878589029,-70.7343499093733,-227.76797817687645,0,5,-2413.569157213669,-10.970768896425767,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,25.0,220,8,-598.1476766499617,-547.340464618554,-1263.5786878589029,-114.7343499093733,-329.76797817687645,0,5,-2853.569157213669,-12.970768896425767,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,25.0,220,10,-682.1476766499617,-629.340464618554,-1391.5786878589029,-158.7343499093733,-431.76797817687645,0,5,-3293.569157213669,-14.970768896425767,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,25.0,220,12,-766.1476766499617,-711.340464618554,-1519.5786878589029,-202.7343499093733,-533.7679781768765,0,5,-3733.569157213669,-16.970768896425767,-3356.594421360902,-3361.391321695952
1.5,0.65,2.0,60.0,40.0,35.0,217,0,-235.81094318516,-118.3855009444535,-712.2621359220641,61.55095087907662,227.9401231776713,2,5,-776.96750599493,-3.5804954193314744,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,35.0,217,2,-319.81094318516,-200.3855009444535,-840.2621359220641,17.550950879076623,131.9401231776713,2,5,-1210.96750599493,-5.580495419331474,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,35.0,217,4,-403.81094318516,-282.3855009444535,-968.2621359220641,-26.449049120923377,35.940123177671296,1,5,-1644.96750599493,-7.580495419331474,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,35.0,217,6,-487.81094318516,-364.3855009444535,-1096.262135922064,-70.44904912092338,-60.059876822328704,0,5,-2078.96750599493,-9.580495419331475,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,35.0,217,8,-571.81094318516,-446.3855009444535,-1224.262135922064,-114.44904912092338,-156.0598768223287,0,5,-2512.96750599493,-11.580495419331475,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,35.0,217,10,-655.81094318516,-528.3855009444535,-1352.262135922064,-158.44904912092338,-252.0598768223287,0,5,-2946.96750599493,-13.580495419331475,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,35.0,217,12,-739.81094318516,-610.3855009444535,-1480.262135922064,-202.44904912092338,-348.0598768223287,0,5,-3380.96750599493,-15.580495419331475,-3090.400317693789,-3019.726330145053
1.5,0.65,2.0,60.0,40.0,50.0,214,0,-216.72070719594183,-220.24707871082035,-564.6967060487248,13.19618834748448,325.9885339683756,2,5,-662.4797696396267,-3.095699858129097,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,40.0,50.0,214,2,-298.7207071959418,-302.24707871082035,-688.6967060487248,-30.80381165251552,229.98853396837555,1,5,-1090.4797696396267,-5.095699858129097,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,40.0,50.0,214,4,-380.7207071959418,-384.24707871082035,-812.6967060487248,-74.80381165251552,133.98853396837555,1,5,-1518.4797696396267,-7.095699858129097,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,40.0,50.0,214,6,-462.7207071959418,-466.24707871082035,-936.6967060487248,-118.80381165251552,37.98853396837555,1,5,-1946.4797696396267,-9.095699858129096,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,40.0,50.0,214,8,-544.7207071959418,-548.2470787108203,-1060.6967060487248,-162.80381165251552,-58.01146603162445,0,5,-2374.4797696396267,-11.095699858129096,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,40.0,50.0,214,10,-626.7207071959418,-630.2470787108203,-1184.6967060487248,-206.80381165251552,-154.01146603162445,0,5,-2802.4797696396267,-13.095699858129096,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,40.0,50.0,214,12,-708.7207071959418,-712.2470787108203,-1308.6967060487248,-250.80381165251552,-250.01146603162445,0,5,-3230.4797696396267,-15.095699858129096,-2991.875605170353,-2963.062339619898
1.5,0.65,2.0,60.0,60.0,15.0,221,0,-312.6771449671513,-293.05110532186916,-383.3503384215452,41.710221464053035,264.0068187919699,2,5,-683.361548454543,-3.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,15.0,221,2,-396.6771449671513,-373.05110532186916,-511.3503384215452,-2.289778535946965,158.00681879196992,1,5,-1125.361548454543,-5.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,15.0,221,4,-480.6771449671513,-453.05110532186916,-639.3503384215452,-46.289778535946965,52.00681879196992,1,5,-1567.361548454543,-7.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,15.0,221,6,-564.6771449671513,-533.0511053218692,-767.3503384215452,-90.28977853594697,-53.99318120803008,0,5,-2009.361548454543,-9.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,15.0,221,8,-648.6771449671513,-613.0511053218692,-895.3503384215452,-134.28977853594697,-159.99318120803008,0,5,-2451.361548454543,-11.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,15.0,221,10,-732.6771449671513,-693.0511053218692,-1023.3503384215452,-178.28977853594697,-265.9931812080301,0,5,-2893.361548454543,-13.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,15.0,221,12,-816.6771449671513,-773.0511053218692,-1151.350338421545,-222.28977853594697,-371.9931812080301,0,5,-3335.361548454543,-15.092133703414222,-3100.304293999111,-3029.0124677056297
1.5,0.65,2.0,60.0,60.0,25.0,215,0,-304.0992297600628,-307.6693589711863,-971.413845211516,140.99533445101775,379.27306081371194,2,5,-1062.9140386780355,-4.943786226409467,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,25.0,215,2,-386.0992297600628,-387.6693589711863,-1095.413845211516,96.99533445101774,279.27306081371194,2,5,-1492.9140386780355,-6.943786226409467,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,25.0,215,4,-468.0992297600628,-467.6693589711863,-1219.413845211516,52.99533445101774,179.27306081371194,2,5,-1922.9140386780355,-8.943786226409467,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,25.0,215,6,-550.0992297600628,-547.6693589711863,-1343.413845211516,8.99533445101774,79.27306081371192,2,5,-2352.9140386780355,-10.943786226409467,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,25.0,215,8,-632.0992297600628,-627.6693589711863,-1467.413845211516,-35.00466554898226,-20.726939186288078,0,5,-2782.9140386780355,-12.943786226409467,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,25.0,215,10,-714.0992297600628,-707.6693589711863,-1591.413845211516,-79.00466554898226,-120.72693918628808,0,5,-3212.9140386780355,-14.943786226409467,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,25.0,215,12,-796.0992297600628,-787.6693589711863,-1715.413845211516,-123.00466554898226,-220.72693918628806,0,5,-3642.9140386780355,-16.94378622640947,-3379.155147357462,-3317.7606901229506
1.5,0.65,2.0,60.0,60.0,35.0,212,0,-106.05361417275424,-208.6467438572139,-914.487257215111,150.55702819728694,539.9558083157486,2,5,-538.6747787320437,-2.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,35.0,212,2,-188.05361417275424,-288.6467438572139,-1038.487257215111,106.55702819728694,445.95580831574864,2,5,-962.6747787320437,-4.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,35.0,212,4,-270.05361417275424,-368.6467438572139,-1162.487257215111,62.55702819728694,351.95580831574864,2,5,-1386.6747787320437,-6.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,35.0,212,6,-352.05361417275424,-448.6467438572139,-1286.487257215111,18.55702819728694,257.95580831574864,2,5,-1810.6747787320437,-8.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,35.0,212,8,-434.05361417275424,-528.6467438572139,-1410.487257215111,-25.44297180271306,163.95580831574864,1,5,-2234.6747787320437,-10.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,35.0,212,10,-516.0536141727542,-608.6467438572139,-1534.487257215111,-69.44297180271306,69.95580831574865,1,5,-2658.6747787320437,-12.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,35.0,212,12,-598.0536141727542,-688.6467438572139,-1658.487257215111,-113.44297180271306,-24.044191684251345,0,5,-3082.6747787320437,-14.54091876760398,-2916.8425195801083,-2793.429041974573
1.5,0.65,2.0,60.0,60.0,50.0,209,0,-77.47306165401807,-154.2590961634046,-928.9349198503592,102.20226566569484,660.8225190283039,2,5,-397.64229297378324,-1.9025947032238433,-2792.659444904996,-2685.53654967503
1.5,0.65,2.0,60.0,60.0,50.0,209,2,-157.47306165401807,-234.2590961634046,-1048.9349198503592,58.20226566569484,566.8225190283039,2,5,-815.6422929737832,-3.9025947032238433,-2792.659444904996,-2685.53654967503
1.5,0.65,2.0,60.0,60.0,50.0,209,4,-237.47306165401807,-314.2590961634046,-1168.9349198503592,14.202265665694839,472.8225190283039,2,5,-1233.6422929737832,-5.902594703223843,-2792.659444904996,-2685.53654967503
1.5,0.65,2.0,60.0,60.0,50.0,209,6,-317.47306165401807,-394.2590961634046,-1288.9349198503592,-29.79773433430516,378.8225190283039,1,5,-1651.6422929737832,-7.902594703223843,-2792.659444904996,-2685.53654967503
1.5,0.65,2.0,60.0,60.0,50.0,209,8,-397.47306165401807,-474.2590961634046,-1408.9349198503592,-73.79773433430516,284.8225190283039,1,5,-2069.6422929737832,-9.902594703223842,-2792.659444904996,-2685.53654967503
1.5,0.65,2.0,60.0,60.0,50.0,209,10,-477.47306165401807,-554.2590961634046,-1528.9349198503592,-117.79773433430516,190.82251902830384,1,5,-2487.6422929737832,-11.902594703223842,-2792.659444904996,-2685.53654967503
