time,ticker,side,entry_price,exit_price,commission_rub,gross_pnl_bp,net_pnl_bp,net_pnl_rub,arm
2026-09-10T15:16:07.553352+00:00,GAZP,-1,91.99,93.69,0.9284,-184.80269594521204,-194.895097293184,-17.9284,NO_BROAD_TREND
2026-09-10T07:52:05.982068+00:00,ROSN,-1,338.85,344.3,0.3415749999999999,-160.83812896561912,-170.91854803010145,-5.791574999999988,NO_BROAD_TREND
2026-09-11T10:15:03.691659+00:00,AFKS,-1,7.547,7.612999999999999,0.758,-87.451967669272,-97.495693653106,-7.357999999999909,NO_BROAD_TREND
2026-09-11T12:03:09.021722+00:00,TATN,1,623.3,618.6,0.62095,-75.40510187710514,-85.3673993261661,-5.320949999999932,NO_BROAD_TREND
2026-09-09T09:42:05.781766+00:00,VTBR,1,51.685,51.3,0.0514925,-74.4896972042186,-84.45245235561673,-0.4364925000000051,NO_BROAD_TREND
