horizon,score_cut,flow_votes,market_align,W0_trades,W0_net,W1_trades,W1_net,W2_trades,W2_net,W3_trades,W3_net,W4_trades,W4_net,positive_windows,usable_windows,pre_trades,pre_net,pre_mean,pre_wr,pre_pos_days,pre_days,pre_no_best_day,pre_no_best_ticker,sep_trades,sep_net,sep_mean,sep_wr,sep_pos_days,sep_days,sep_no_best_day,sep_no_best_ticker,fresh_trades,fresh_net,fresh_mean,fresh_wr,fresh_pos_days,fresh_days,fresh_no_best_day,fresh_no_best_ticker
90,1.3,1,False,297,-5947.666808939168,311,-3794.1159114584216,327,-4690.605147934212,361,-5354.69884471598,346,-8336.21459758397,0,5,1642,-28123.301310631752,-17.12746730245539,35.80998781973204,3,25,-29179.144027225062,-28530.139421331096,187,-2136.5677064679694,-11.425495756513206,36.898395721925134,1,4,-2428.1153977055583,-2203.6277870541508,116,-3041.6154884186008,-26.22082317602242,25.862068965517242,0,3,-3040.803363021682,-3076.3831321086504
90,1.3,1,True,289,-5388.520693780796,299,-3973.0375025246635,315,-5040.099423380494,351,-4589.960242605937,337,-7302.18726165718,0,5,1591,-26293.80512394907,-16.5265902727524,35.82652419861722,3,25,-27418.943692123645,-26617.116697746944,182,-1928.5064157507816,-10.596189097531767,37.362637362637365,1,4,-2228.944629863377,-2075.7388918594015,114,-3029.4562785175676,-26.57417788173305,26.31578947368421,0,3,-3028.6441531206488,-3064.2239222076173
90,1.3,2,False,292,-5387.007934404799,311,-4005.658904857084,323,-4475.090790565274,356,-5783.180735933151,338,-6795.289308252488,0,5,1620,-26446.227674012793,-16.32483189753876,35.80246913580247,3,25,-27641.586060310507,-26853.065784712137,180,-1820.9302334094161,-10.116279074496756,38.333333333333336,1,4,-2228.739678137458,-1960.9398959069758,115,-2956.7460047234545,-25.710834823682212,26.08695652173913,0,3,-2955.9338793265356,-3041.562371974035
90,1.3,2,True,283,-4681.843468501621,298,-4162.603225730939,310,-4645.425645041806,345,-5004.888652974852,330,-6219.78556522681,0,5,1566,-24714.54655747603,-15.781958210393379,36.015325670498086,3,25,-25979.20079535501,-25037.858131273904,175,-1612.8689426922283,-9.216393958241305,38.857142857142854,1,4,-2029.5689102952772,-1754.2544917207024,113,-2944.5867948224222,-26.05829021966745,26.548672566371685,0,3,-2943.7746694255034,-3029.403162073003
90,1.3,3,False,273,-3870.9133896402095,267,-3169.878237742253,289,-4294.671689264147,312,-6184.104956951607,306,-3649.4455314757215,0,5,1447,-21169.013805073933,-14.629587978627459,36.62750518313753,5,25,-22221.354173253105,-21456.15611880122,157,-1671.7627646151373,-10.648170475255652,37.57961783439491,1,4,-2250.712191003733,-1864.1744081787172,99,-2669.211099178676,-26.961728274532078,26.262626262626267,0,3,-2668.398973781757,-2731.3234056261044
90,1.3,3,True,261,-3340.1690472115315,255,-3060.225603432839,276,-3802.0725320792963,304,-5808.07878791112,295,-3490.1770569840146,0,5,1391,-19500.723027618806,-14.019211378590082,36.520488856937455,6,25,-20622.35924737924,-19787.865341346092,148,-1272.0727567656522,-8.595086194362516,39.189189189189186,1,4,-1894.0113067504592,-1464.4844003292321,98,-2658.033312438836,-27.122788902437104,26.53061224489796,0,3,-2657.2211870419173,-2716.8656938796807
90,1.5,1,False,251,-4988.521849563173,240,-2735.79670419479,276,-4461.36860807579,310,-5751.339736148097,293,-4506.054482553465,0,5,1370,-22443.081380535314,-16.381811226668113,36.934306569343065,2,25,-22632.524503830937,-23029.36229356173,150,-1887.2547482305652,-12.5816983215371,34.0,1,4,-2244.348871275912,-2120.963931144645,96,-2047.9710495132686,-21.333031765763213,34.375,1,3,-2134.060117524968,-2134.2483648329194
90,1.5,1,True,245,-4924.8989805602805,226,-3029.536267832981,268,-4433.074591928879,299,-5515.905576487579,284,-4312.932579275048,0,5,1322,-22216.34799608477,-16.805104384330384,36.98940998487141,2,25,-23211.049344044994,-22719.102372209712,141,-1387.805278112813,-9.842590624913568,36.17021276595745,1,4,-1837.3000129692132,-1652.2556859016306,94,-2069.6502083280457,-22.017555407745167,35.1063829787234,1,3,-2233.9233438254028,-2155.9275236476965
90,1.5,2,False,248,-4847.804744652536,240,-2752.184751524929,274,-4453.8604860576015,304,-5882.560271083572,289,-3905.266544520006,0,5,1355,-21841.676797838645,-16.11931866999162,36.53136531365313,2,25,-22048.55898826872,-22427.957710865063,148,-1808.376694549728,-12.218761449660324,34.45945945945946,1,4,-2244.3488712759117,-2042.0858774638077,95,-1968.648201349196,-20.72261264578101,33.68421052631579,1,3,-2054.7372693608954,-2049.3144718682297
90,1.5,2,True,241,-4789.704505257688,226,-2986.7678647655857,265,-4386.266376065153,294,-5913.606941318143,280,-3712.1446412415885,0,5,1306,-21788.490328648157,-16.6833769744626,36.447166921898926,2,25,-22738.463297667375,-22291.2447047731,139,-1308.9272244319768,-9.416742621812784,36.69064748201439,1,4,-1837.3000129692136,-1573.3776322207943,93,-1990.3273601639723,-21.401369464128734,34.40860215053764,1,3,-2154.600495661329,-2070.9936306830064
90,1.5,3,False,230,-4250.007224585738,198,-2470.262797066293,246,-3398.100563916856,262,-4882.83140658131,256,-2439.1372405238926,0,5,1192,-17440.339232674087,-14.631157074391012,36.577181208053695,3,25,-17977.579969755014,-17928.88762429017,126,-1813.8458422906244,-14.395601922941463,34.12698412698413,1,4,-2163.4948797331494,-1938.296521915008,82,-1777.413186887407,-21.675770571797646,34.146341463414636,1,3,-1806.4701551025062,-1872.2979236957863
90,1.5,3,True,221,-3801.176072768484,187,-2256.6768128622825,235,-2866.319659856775,253,-4803.757330950295,247,-2702.1273138072465,0,5,1143,-16430.057190245083,-14.374503228560878,36.74540682414698,6,25,-17383.280594260646,-16918.605581861168,118,-1409.0531780615986,-11.941128627640666,35.59322033898305,1,4,-1802.3532075873732,-1533.5038576859822,80,-1742.4577809960879,-21.7807222624511,35.0,1,3,-1839.1564588339945,-1837.3425178044672
90,1.75,1,False,206,-2637.950562637759,176,-2257.929656738866,230,-3639.10537293769,247,-4520.243367279174,237,-2944.589530376035,0,5,1096,-15999.818489969526,-14.598374534643728,37.591240875912405,7,25,-16531.110820253605,-16614.787755493733,107,-877.6474688760213,-8.202312793233844,33.64485981308411,1,4,-1177.5063435291845,-1219.7548638909807,79,-1901.2902041094726,-24.066964608980665,31.645569620253166,0,3,-1900.4780787125535,-1989.1770317205055
90,1.75,1,True,198,-2576.215323390081,161,-2483.482132041141,222,-3324.871767257815,239,-4578.912825904746,231,-3263.597713098309,0,5,1051,-16227.079761692094,-15.439657242333105,37.58325404376784,7,25,-16944.87824334635,-16693.756874693576,97,-362.44727073988565,-3.73656980144212,36.08247422680412,1,4,-800.8866882903453,-704.554665754845,77,-1994.4029698982893,-25.901337271406355,31.16883116883117,0,3,-1993.5908445013702,-2019.4954234385827
90,1.75,2,False,203,-2817.7545127716076,176,-2310.035508870168,228,-3848.333824696837,242,-4491.483268702155,235,-2401.154878358241,0,5,1084,-15868.761993399008,-14.639079329703883,36.808118081180815,7,25,-16400.054323683085,-16483.731258923217,107,-898.775747357476,-8.399773339789496,33.64485981308411,1,4,-1177.5063435291845,-1240.3537526369983,79,-1906.9012489100896,-24.13799049253278,31.645569620253166,0,3,-1906.0891235131705,-1994.7880765211225
90,1.75,2,True,194,-2727.403492464237,161,-2506.019853981482,220,-3534.100219016962,235,-4649.984502840157,229,-2710.0098437768215,0,5,1039,-16127.517912079658,-15.522153909605061,36.76612127045236,7,25,-16845.316393733912,-16594.19502508114,97,-383.5755492213401,-3.95438710537464,36.08247422680412,1,4,-800.8866882903452,-725.1535545008624,77,-2000.0140146989063,-25.97420798310268,31.16883116883117,0,3,-1999.2018893019872,-2025.1064682391998
90,1.75,3,False,187,-3373.390066843356,142,-1787.8987441293589,202,-1824.644851444147,201,-3773.9666112804407,205,-1756.4809362728372,0,5,937,-12516.381209970139,-13.357930853756818,37.45997865528282,8,25,-13420.771624704297,-12968.852338462759,90,-1197.705764914006,-13.307841832377845,31.11111111111111,1,4,-1361.2139153117419,-1435.6142499694265,68,-1670.3060825333062,-24.563324743136857,33.82352941176471,0,3,-1669.493957136387,-1756.632307662305
90,1.75,3,True,178,-3706.8808933198397,134,-1708.3125871407651,194,-1124.4390313540341,196,-3396.378163522296,201,-2196.0327840535597,0,5,903,-12132.043459390496,-13.435264074629563,37.652270210409746,8,25,-13360.99587834394,-12584.514587883117,82,-682.1833514919637,-8.319309164536142,34.146341463414636,1,4,-996.593116631978,-920.0918365473841,65,-2003.2135691994968,-30.818670295376872,32.30769230769231,0,3,-2002.4014438025777,-2073.6684472628062
90,2.0,1,False,166,-1823.4300465033516,133,-1515.1840775894643,176,-2671.555285568492,204,-3449.699734086504,188,-2856.170467551156,0,5,867,-12316.03961129897,-14.205351339445178,38.4083044982699,7,25,-13077.748928518882,-13037.568095733812,85,-1216.0729009821748,-14.306740011554998,31.76470588235294,0,4,-1172.565763902253,-1486.3559739222321,54,-2076.105064011347,-38.44639007428421,31.48148148148148,0,2,-1616.404915492928,-2321.517710272261
90,2.0,1,True,158,-1806.7729109381162,123,-1804.0134251769582,170,-1664.9426531743131,198,-3157.567214071728,184,-2791.726511972482,0,5,833,-11225.022715333598,-13.475417425370466,38.775510204081634,6,25,-12358.513179113297,-11799.927144478512,77,-818.6086727792032,-10.631281464664976,33.76623376623377,1,4,-865.3007177982604,-1088.8917457192606,52,-2151.7509861429776,-41.379826656595725,30.76923076923077,0,2,-1631.7453127998042,-2397.1636324038914
90,2.0,2,False,161,-1716.2098879039463,132,-1579.6434552552669,175,-2800.7309543986394,201,-3904.154633706452,187,-2921.393140577699,0,5,856,-12922.132071842003,-15.095948682058415,37.850467289719624,6,25,-13670.289273713328,-13643.660556276845,84,-1196.740695668015,-14.246913043666845,32.142857142857146,0,4,-1172.5657639022527,-1467.0237686080723,52,-1939.222329703689,-37.29273710968633,34.61538461538461,0,2,-1479.5221811852698,-2144.9207614474817
90,2.0,2,True,153,-1699.5527523387104,122,-1868.4728028427608,169,-1794.11832200446,195,-3612.0221136916753,183,-2621.629804264392,0,5,822,-11595.795795142,-14.106807536669098,38.32116788321168,6,25,-12506.178386595537,-12170.700224286913,76,-799.2764674650434,-10.516795624540045,34.21052631578947,1,4,-865.3007177982604,-1069.5595404051007,50,-2014.8682518353196,-40.297365036706395,34.0,0,2,-1494.8625784921462,-2220.566683579112
90,2.0,3,False,140,-2389.799390037516,110,-1538.2301440829103,152,-1155.8081597399782,161,-3149.076303524911,158,-991.712313324006,0,5,721,-9224.626310709322,-12.7942112492501,38.55755894590846,7,25,-10489.434778320881,-9785.324755345375,72,-1453.6573887442116,-20.189685954780717,27.77777777777778,0,4,-1397.3868570755092,-1680.437344540458,45,-1861.9403284957555,-41.37645174435012,33.33333333333333,0,2,-1366.218049500025,-1996.7094012880598
90,2.0,3,True,133,-2220.8479694812154,108,-1608.6107712500857,149,-770.9427727751128,156,-2592.3331918689937,155,-937.5659908957064,0,5,701,-8130.300696271114,-11.598146499673486,38.80171184022825,7,25,-9412.791307065065,-8690.999140907166,66,-1045.3561136968315,-15.838728995406537,30.303030303030305,1,4,-1091.6058359720903,-1272.1360694930781,43,-2002.7421833414571,-46.57539961259203,32.55813953488372,0,2,-1381.5584468069017,-2137.5112561337614
